;CNT;CNTSTUID;DS269Q01C;DS269Q03C;CS269Q04S;CS408Q01S;DS408Q03C;CS408Q04S;CS408Q05S;CS466Q01S;CS466Q05S;CS466Q07S;DS519Q01C;CS519Q02S;DS519Q03C;CS521Q02S;CS521Q06S;CS527Q01S;CS527Q03S;CS527Q04S
468;Brazil;7618329.0;-1.0;-1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;-1.0;0.0;-1.0;1.0;0.0;0.0;1.0;0.0
469;Brazil;7626089.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;-1.0;1.0;-1.0;0.0;1.0;0.0;0.0;0.0
470;Brazil;7612619.0;-1.0;-1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
471;Brazil;7613316.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
472;Brazil;7612078.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0
473;Brazil;7610737.0;-1.0;-1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;-1.0;0.0;1.0;0.0;0.0;1.0
474;Brazil;7621798.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;-1.0;1.0;1.0;0.0;1.0;0.0
475;Brazil;7625232.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
476;Brazil;7608464.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;-1.0;0.0;-1.0;0.0;1.0;1.0;0.0;0.0
477;Brazil;7618488.0;0.0;-1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;-1.0;1.0;1.0;0.0;0.0;0.0
478;Brazil;7618682.0;-1.0;-1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;-1.0;0.0;-1.0;0.0;1.0;0.0;0.0;1.0
479;Brazil;7602848.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;-1.0;1.0;-1.0;0.0;0.0;0.0;1.0;1.0
480;Brazil;7624563.0;-1.0;-1.0;0.0;0.0;-1.0;0.0;0.0;0.0;1.0;0.0;-1.0;0.0;-1.0;1.0;0.0;0.0;0.0;0.0
481;Brazil;7622672.0;-1.0;-1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
482;Brazil;7617162.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
483;Brazil;7614616.0;-1.0;-1.0;0.0;1.0;-1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0
484;Brazil;7607853.0;-1.0;0.0;0.0;1.0;0.0;1.0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
485;Brazil;7603863.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;-1.0;1.0;0.0;0.0;0.0;1.0
486;Brazil;7626718.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;-1.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
487;Brazil;7625668.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;-1.0;0.0;-1.0;0.0;0.0;-1.0;1.0;-1.0
488;Brazil;7618877.0;-1.0;-1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;1.0;0.0;0.0;0.0;1.0
489;Brazil;7602198.0;1.0;0.0;1.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0
490;Brazil;7628556.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-1.0;1.0;0.0;0.0;0.0
491;Brazil;7611514.0;-1.0;-1.0;1.0;1.0;-1.0;1.0;0.0;1.0;0.0;1.0;-1.0;1.0;-1.0;0.0;1.0;0.0;1.0;0.0
492;Brazil;7610077.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
493;Brazil;7604482.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;-1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
494;Brazil;7622978.0;-1.0;-1.0;0.0;1.0;-1.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;-1.0;0.0;1.0;0.0;0.0;0.0
495;Brazil;7601076.0;-1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
496;Brazil;7604056.0;1.0;1.0;1.0;1.0;-1.0;1.0;0.0;1.0;0.0;0.0;-1.0;0.0;-1.0;1.0;1.0;0.0;1.0;1.0
497;Brazil;7630135.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0
498;Brazil;7629170.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;-1.0;-1.0;-1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;-1.0
499;Brazil;7605249.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;-1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0
500;Brazil;7603008.0;-1.0;-1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0
501;Brazil;7615931.0;1.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0
502;Brazil;7610985.0;0.0;0.0;0.0;0.0;-1.0;1.0;1.0;0.0;1.0;1.0;-1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
503;Brazil;7618046.0;-1.0;0.0;1.0;1.0;-1.0;0.0;0.0;1.0;1.0;0.0;-1.0;1.0;-1.0;1.0;1.0;0.0;0.0;1.0
504;Brazil;7623022.0;-1.0;-1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;-1.0;0.0;1.0;0.0;0.0;0.0
505;Brazil;7623741.0;0.0;-1.0;0.0;0.0;-1.0;0.0;0.0;1.0;0.0;-1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
506;Brazil;7622595.0;-1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0
507;Brazil;7619411.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;-1.0;-1.0;-1.0;1.0;1.0;0.0;0.0;1.0;0.0;-1.0;-1.0
508;Brazil;7605779.0;0.0;0.0;0.0;0.0;-1.0;1.0;0.0;0.0;0.0;1.0;-1.0;1.0;-1.0;0.0;1.0;0.0;1.0;1.0
509;Brazil;7613429.0;-1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;-1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
510;Brazil;7608543.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;-1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
511;Brazil;7606397.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;-1.0;-1.0;-1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
512;Brazil;7603533.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;-1.0;-1.0;0.0;1.0;0.0;0.0;0.0;0.0;-1.0;0.0
513;Brazil;7628912.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;-1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
514;Brazil;7616153.0;-1.0;-1.0;0.0;1.0;-1.0;0.0;0.0;0.0;0.0;0.0;-1.0;1.0;-1.0;0.0;1.0;0.0;0.0;0.0
515;Brazil;7601194.0;0.0;0.0;0.0;1.0;-1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
516;Brazil;7623026.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;-1.0;0.0;1.0;0.0;1.0;0.0
517;Brazil;7605833.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;-1.0;-1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
518;Brazil;7601269.0;-1.0;-1.0;0.0;0.0;-1.0;0.0;0.0;1.0;0.0;0.0;-1.0;1.0;-1.0;0.0;1.0;0.0;0.0;1.0
519;Brazil;7622040.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;-1.0;0.0;0.0;0.0
520;Brazil;7628315.0;-1.0;-1.0;-1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0
521;Brazil;7615045.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0
522;Brazil;7601556.0;-1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
523;Brazil;7601085.0;0.0;-1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0
524;Brazil;7628439.0;1.0;-1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0
525;Brazil;7614168.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0
526;Brazil;7627462.0;0.0;0.0;-1.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;-1.0;-1.0;0.0;1.0;-1.0;0.0;1.0
527;Brazil;7618722.0;-1.0;-1.0;0.0;0.0;-1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0
528;Brazil;7628825.0;-1.0;0.0;0.0;0.0;-1.0;0.0;0.0;1.0;1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
529;Brazil;7608003.0;-1.0;-1.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;-1.0;1.0;-1.0;1.0;0.0;0.0;0.0;0.0
530;Brazil;7607380.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;-1.0;1.0;0.0;0.0;1.0;0.0
531;Brazil;7628540.0;1.0;-1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0
532;Brazil;7622806.0;-1.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;-1.0;1.0;1.0;0.0;1.0;0.0
533;Brazil;7622108.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;-1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0
534;Brazil;7620786.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
535;Brazil;7614478.0;-1.0;-1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
536;Brazil;7628568.0;-1.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;-1.0;0.0;1.0;0.0;0.0;1.0
537;Brazil;7611624.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;-1.0;0.0;1.0;0.0;1.0;0.0
538;Brazil;7617450.0;0.0;1.0;1.0;1.0;-1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0
539;Brazil;7628944.0;-1.0;-1.0;1.0;0.0;-1.0;0.0;0.0;1.0;0.0;0.0;-1.0;1.0;-1.0;1.0;0.0;0.0;1.0;0.0
540;Brazil;7602976.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;-1.0;-1.0;-1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
541;Brazil;7616617.0;0.0;0.0;1.0;0.0;-1.0;0.0;0.0;1.0;0.0;0.0;-1.0;1.0;-1.0;0.0;1.0;0.0;0.0;0.0
542;Brazil;7623289.0;-1.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-1.0;0.0;-1.0;1.0;1.0;0.0;1.0;0.0
543;Brazil;7614095.0;0.0;0.0;0.0;0.0;-1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
544;Brazil;7608724.0;0.0;-1.0;0.0;0.0;-1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
545;Brazil;7604897.0;-1.0;-1.0;0.0;1.0;-1.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0
546;Brazil;7607767.0;0.0;0.0;0.0;0.0;-1.0;1.0;0.0;0.0;0.0;0.0;-1.0;1.0;-1.0;1.0;0.0;0.0;0.0;1.0
547;Brazil;7611660.0;0.0;0.0;0.0;1.0;-1.0;0.0;0.0;-1.0;-1.0;-1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;-1.0
548;Brazil;7610712.0;1.0;0.0;0.0;0.0;-1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
549;Brazil;7606410.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
550;Brazil;7624110.0;-1.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;-1.0;1.0;0.0;0.0;0.0;-1.0
551;Brazil;7606775.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
552;Brazil;7630158.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;-1.0;1.0;1.0;1.0;0.0;1.0
553;Brazil;7602604.0;0.0;-1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0
554;Brazil;7620387.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;-1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
555;Brazil;7601373.0;0.0;0.0;0.0;0.0;-1.0;0.0;-1.0;0.0;0.0;0.0;-1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
556;Brazil;7609072.0;0.0;0.0;-1.0;-1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
557;Brazil;7621455.0;-1.0;-1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0
558;Brazil;7622567.0;-1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0
559;Brazil;7618176.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;-1.0;-1.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0
560;Brazil;7603046.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
561;Brazil;7618074.0;-1.0;-1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
562;Brazil;7618292.0;-1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
563;Brazil;7611899.0;0.0;0.0;0.0;1.0;-1.0;1.0;0.0;0.0;1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
564;Brazil;7605837.0;0.0;-1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;-1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0
565;Brazil;7629329.0;-1.0;-1.0;0.0;0.0;-1.0;0.0;0.0;0.0;1.0;0.0;-1.0;1.0;-1.0;0.0;1.0;0.0;1.0;0.0
566;Brazil;7626530.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;-1.0;-1.0;-1.0;0.0;1.0;0.0;1.0;1.0;0.0;-1.0;-1.0
567;Brazil;7607531.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;-1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0
568;Brazil;7628055.0;-1.0;-1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;-1.0;1.0;1.0;0.0;0.0;0.0
569;Brazil;7602211.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;-1.0;0.0;1.0;0.0;0.0;1.0
570;Brazil;7608050.0;0.0;0.0;0.0;1.0;-1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
571;Brazil;7607817.0;1.0;0.0;0.0;0.0;-1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0
572;Brazil;7609492.0;-1.0;-1.0;0.0;1.0;0.0;0.0;0.0;0.0;-1.0;1.0;0.0;1.0;-1.0;1.0;1.0;0.0;0.0;0.0
573;Brazil;7620317.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-1.0;-1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0
574;Brazil;7629766.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;-1.0;0.0;1.0;0.0;0.0;0.0
575;Brazil;7622941.0;0.0;-1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
576;Brazil;7601559.0;0.0;0.0;0.0;1.0;-1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0
577;Brazil;7605368.0;-1.0;-1.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0
578;Brazil;7617949.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;-1.0;-1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
579;Brazil;7601158.0;-1.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
580;Brazil;7615415.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;-1.0;-1.0;-1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
581;Brazil;7603603.0;0.0;0.0;1.0;0.0;0.0;1.0;-1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0
582;Brazil;7603736.0;-1.0;0.0;0.0;1.0;-1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0
583;Brazil;7622814.0;-1.0;-1.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
584;Brazil;7623577.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0
585;Brazil;7626206.0;0.0;-1.0;0.0;1.0;1.0;0.0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;-1.0
586;Brazil;7629595.0;-1.0;0.0;1.0;1.0;1.0;0.0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;-1.0
587;Brazil;7618206.0;-1.0;-1.0;0.0;0.0;-1.0;0.0;0.0;1.0;0.0;0.0;-1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0
588;Brazil;7616793.0;-1.0;-1.0;-1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
589;Brazil;7623618.0;1.0;1.0;0.0;0.0;-1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;-1.0;0.0;1.0;0.0;0.0;0.0
590;Brazil;7615724.0;-1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;-1.0
591;Brazil;7628146.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;-1.0;1.0;0.0;0.0;0.0;1.0
592;Brazil;7605135.0;0.0;-1.0;0.0;0.0;1.0;0.0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;-1.0
593;Brazil;7613753.0;-1.0;-1.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0
594;Brazil;7614128.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;1.0;0.0
595;Brazil;7614215.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;-1.0;0.0;1.0;0.0;1.0;0.0
596;Brazil;7610119.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;-1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0
597;Brazil;7608451.0;-1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;-1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0
598;Brazil;7608743.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
599;Brazil;7629806.0;0.0;0.0;0.0;1.0;-1.0;1.0;0.0;1.0;0.0;0.0;-1.0;1.0;-1.0;1.0;0.0;0.0;1.0;0.0
600;Brazil;7605044.0;1.0;-1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0
601;Brazil;7604523.0;-1.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
602;Brazil;7605462.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;-1.0
603;Brazil;7620958.0;-1.0;-1.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;-1.0;1.0;-1.0;0.0;1.0;0.0;0.0;0.0
604;Brazil;7629521.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;-1.0;-1.0;1.0;1.0;-1.0;0.0;0.0;0.0;0.0;1.0
605;Brazil;7614735.0;-1.0;-1.0;1.0;0.0;-1.0;0.0;0.0;0.0;1.0;0.0;-1.0;0.0;-1.0;0.0;1.0;0.0;0.0;0.0
606;Brazil;7629545.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;-1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
607;Brazil;7626477.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;-1.0;-1.0;-1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
608;Brazil;7605834.0;-1.0;0.0;0.0;0.0;-1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
609;Brazil;7609775.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;-1.0;1.0;1.0;0.0;1.0;0.0
610;Brazil;7613163.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;-1.0;0.0;0.0;0.0;1.0;0.0
611;Brazil;7604585.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;-1.0;0.0;1.0;0.0;0.0;0.0
612;Brazil;7601823.0;0.0;-1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;-1.0;0.0;1.0;0.0;0.0;1.0
613;Brazil;7610676.0;0.0;-1.0;1.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0;-1.0;0.0;-1.0;0.0;0.0;0.0;1.0;0.0
614;Brazil;7623953.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;-1.0;0.0;0.0;0.0;-1.0;0.0;1.0;0.0;1.0;1.0
615;Brazil;7616897.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;-1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
616;Brazil;7616501.0;0.0;0.0;-1.0;-1.0;0.0;-1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
617;Brazil;7612775.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0
618;Brazil;7625163.0;-1.0;-1.0;0.0;1.0;-1.0;0.0;0.0;1.0;1.0;1.0;-1.0;1.0;-1.0;0.0;0.0;0.0;0.0;1.0
619;Brazil;7608359.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;-1.0;1.0;1.0;0.0;1.0;0.0
620;Brazil;7606348.0;0.0;-1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;-1.0;0.0;1.0;0.0;0.0;0.0
621;Brazil;7618576.0;-1.0;-1.0;0.0;1.0;-1.0;1.0;0.0;1.0;-1.0;0.0;0.0;1.0;-1.0;0.0;0.0;0.0;0.0;0.0
622;Brazil;7623593.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-1.0;0.0;-1.0;1.0;1.0;0.0;0.0;0.0
623;Brazil;7610069.0;-1.0;-1.0;0.0;1.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;-1.0;1.0;0.0;0.0;1.0;0.0
624;Brazil;7613633.0;-1.0;-1.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;-1.0;1.0;0.0;0.0;0.0;0.0
625;Brazil;7625645.0;-1.0;-1.0;0.0;1.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;1.0;0.0;0.0;0.0
